Rk,year,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
225,2022-2023,Guro Reiten,no NOR,"FW,MF",Chelsea,28,1994,16.2,9,31,16,51.6,1.91,0.99,0.23,0.44,17.1,0,2,2,5.1,3.5,0.11,3.9,3.5,Matches
226,2022-2023,Jayde Riviere,ca CAN,DF,Manchester Utd,21,2001,0.1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
227,2022-2023,Leigh-Anne Robe,eng ENG,DF,Liverpool,28,1993,6.1,0,2,0,0,0.33,0,0,Unknown,13.8,0,0,0,0.1,0.1,0.03,'-0.1,'-0.1,Matches
228,2022-2023,Rhiannon Roberts,wls WAL,"DF,MF",Liverpool,31,1990,5.5,1,5,2,40,0.91,0.37,0.2,0.5,16.9,0,0,0,0.2,0.2,0.04,0.8,0.8,Matches
229,2022-2023,Katie Robinson,eng ENG,"FW,MF",Brighton,19,2002,20.5,4,28,14,50,1.37,0.68,0.14,0.29,17.2,0,0,0,3,3,0.11,1,1,Matches
230,2022-2023,Monique Robinson,eng ENG,"MF,FW",Leicester City,17,2004,1.2,1,2,2,100,1.73,1.73,0.5,0.5,24.9,0,0,0,0.1,0.1,0.04,0.9,0.9,Matches
231,2022-2023,Ellie Roebuck,eng ENG,GK,Manchester City,22,1999,16.5,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
232,2022-2023,Deanne Rose,ca CAN,FW,Reading,23,1999,1,0,2,0,0,2.07,0,0,Unknown,21.2,0,0,0,0.1,0.1,0.03,'-0.1,'-0.1,Matches
233,2022-2023,Rachel Rowe,wls WAL,"MF,FW",Reading,29,1992,17.3,3,26,6,23.1,1.5,0.35,0.12,0.5,24.7,1,0,0,0.9,0.9,0.04,2.1,2.1,Matches
234,2022-2023,Alessia Russo,eng ENG,FW,Manchester Utd,23,1999,17.2,10,72,29,40.3,4.19,1.69,0.14,0.34,14.1,2,0,0,6.7,6.7,0.09,3.3,3.3,Matches
235,2022-2023,Johanna Rytting Kaneryd,se SWE,"FW,MF",Chelsea,25,1997,9.8,1,15,5,33.3,1.53,0.51,0.07,0.2,14.5,0,0,0,2.8,2.8,0.19,'-1.8,'-1.8,Matches
236,2022-2023,Shanice van de Sanden,nl NED,FW,Liverpool,29,1992,7.1,1,11,5,45.5,1.55,0.71,0.09,0.2,15.4,0,0,0,1.2,1.2,0.11,'-0.2,'-0.2,Matches
237,2022-2023,Veatriki Sarri,gr GRE,"MF,FW",Brighton,24,1998,16,3,39,14,35.9,2.44,0.88,0.08,0.21,20.3,2,0,0,3.5,3.5,0.09,'-0.5,'-0.5,Matches
238,2022-2023,Connie Scofield,eng ENG,"MF,FW",Leicester City,23,1999,0.1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
239,2022-2023,Rikke Sevecke,dk DEN,DF,Everton,26,1996,18.4,1,12,3,25,0.65,0.16,0.08,0.33,11,0,0,0,1,1,0.09,0,0,Matches
240,2022-2023,Khadija Shaw,jm JAM,FW,Manchester City,25,1997,21.1,20,123,43,35,5.83,2.04,0.15,0.44,12.3,0,1,1,17.3,16,0.13,2.7,3,Matches
241,2022-2023,Risa Shimizu,jp JPN,DF,West Ham,26,1996,21.1,0,5,2,40,0.24,0.09,0,0,17.9,0,0,0,0.6,0.6,0.13,'-0.6,'-0.6,Matches
242,2022-2023,Remy Siemsen,au AUS,"FW,MF",Leicester City,22,1999,6.2,1,13,5,38.5,2.09,0.8,0.08,0.2,14.2,0,0,0,1,1,0.08,0,0,Matches
243,2022-2023,Jessica Sigsworth,eng ENG,MF,Leicester City,27,1994,0.1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
244,2022-2023,Hannah Silcock,eng ENG,DF,Liverpool,17,2004,0.5,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
245,2022-2023,Erin Simon,us USA,DF,Leicester City,27,1994,7.9,0,1,0,0,0.13,0,0,Unknown,23.5,0,0,0,0,0,0.03,0,0,Matches
246,2022-2023,Kyah Simon,au AUS,FW,Tottenham,31,1991,1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
247,2022-2023,Kirsty Smith,sct SCO,DF,West Ham,28,1994,18.6,0,5,0,0,0.27,0,0,Unknown,21.9,0,0,0,0.2,0.2,0.03,'-0.2,'-0.2,Matches
248,2022-2023,Mackenzie Smith,Unknown,"DF,MF",Leicester City,Unknown,Unknown,0.7,0,1,0,0,1.34,0,0,Unknown,7.4,0,0,0,0,0,0.04,0,0,Matches
249,2022-2023,Emma Snerle,dk DEN,"MF,FW",West Ham,21,2001,8.5,2,13,4,30.8,1.53,0.47,0.15,0.5,24.1,0,0,0,0.5,0.5,0.04,1.5,1.5,Matches
250,2022-2023,Katja Snoeijs,nl NED,FW,Everton,25,1996,18.5,7,41,17,41.5,2.22,0.92,0.15,0.35,13.8,1,1,1,4.5,3.7,0.09,2.5,2.3,Matches
251,2022-2023,Cho So-hyun,kr KOR,MF,Tottenham,34,1988,3.5,0,3,0,0,0.85,0,0,Unknown,13.6,0,0,0,0.3,0.3,0.1,'-0.3,'-0.3,Matches
252,2022-2023,Drew Spence,jm JAM,"MF,FW",Tottenham,29,1992,19.7,3,35,10,28.6,1.78,0.51,0.09,0.3,19.1,0,0,0,2.5,2.5,0.07,0.5,0.5,Matches
253,2022-2023,Rebecca Spencer,jm JAM,GK,Tottenham,31,1991,11,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
254,2022-2023,Lucy Staniforth,eng ENG,"MF,FW",Manchester Utd,29,1992,1.9,0,1,0,0,0.53,0,0,Unknown,9.3,0,0,0,0,0,0.02,0,0,Matches
255,2022-2023,Lucy Staniforth,eng ENG,MF,Aston Villa,29,1992,11.8,1,9,2,22.2,0.76,0.17,0.11,0.5,27.3,0,0,0,0.3,0.3,0.03,0.7,0.7,Matches
256,2022-2023,Dejana Stefanović,rs SRB,MF,Brighton,25,1997,1.4,0,2,1,50,1.42,0.71,0,0,13.7,0,0,0,0.1,0.1,0.05,'-0.1,'-0.1,Matches
257,2022-2023,Elise Stenevik,no NOR,"DF,FW",Everton,22,1999,7.6,0,3,1,33.3,0.39,0.13,0,0,18.9,1,0,0,0.2,0.2,0.07,'-0.2,'-0.2,Matches
258,2022-2023,Katie Stengel,us USA,FW,Liverpool,30,1992,19.9,9,38,12,31.6,1.91,0.6,0.18,0.58,14,0,2,2,6.7,5.1,0.13,2.3,1.9,Matches
259,2022-2023,Demi Stokes,eng ENG,DF,Manchester City,30,1991,2,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
260,2022-2023,Rebekah Stott,nz NZL,DF,Brighton,29,1993,3.6,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
261,2022-2023,Abbey-Leigh Stringer,eng ENG,MF,West Ham,27,1995,8.9,0,4,0,0,0.45,0,0,Unknown,17.6,0,0,0,0.2,0.2,0.06,'-0.2,'-0.2,Matches
262,2022-2023,Eveliina Summanen,fi FIN,"MF,FW",Tottenham,24,1998,16.7,3,16,6,37.5,0.96,0.36,0.19,0.5,20.2,3,0,0,1.7,1.7,0.11,1.3,1.3,Matches
263,2022-2023,Kateřina Svitková,cz CZE,"FW,MF",Chelsea,26,1996,1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
264,2022-2023,Maisie Symonds,eng ENG,"FW,MF",Brighton,19,2003,1.6,0,4,3,75,2.54,1.9,0,0,12.9,0,0,0,0.3,0.3,0.08,'-0.3,'-0.3,Matches
265,2022-2023,Nicoline Sørensen,dk DEN,"FW,DF",Everton,24,1997,11.8,2,15,5,33.3,1.27,0.42,0.13,0.4,17.6,0,0,0,1,1,0.07,1,1,Matches
266,2022-2023,Jodie Taylor,eng ENG,"MF,FW",Arsenal,36,1986,3.5,0,4,1,25,1.14,0.29,0,0,13,0,0,0,0.5,0.5,0.12,'-0.5,'-0.5,Matches
267,2022-2023,Miri Taylor,eng ENG,MF,Liverpool,22,2000,2.4,0,3,1,33.3,1.23,0.41,0,0,19.1,0,0,0,0.1,0.1,0.03,'-0.1,'-0.1,Matches
268,2022-2023,Elisabeth Terland,no NOR,"FW,MF",Brighton,21,2001,15.2,7,55,23,41.8,3.61,1.51,0.13,0.3,17.4,1,0,0,6.2,6.2,0.12,0.8,0.8,Matches
269,2022-2023,Amalie Thestrup,dk DEN,"FW,MF",West Ham,27,1995,5.5,0,13,7,53.8,2.37,1.28,0,0,12.2,0,0,0,1.9,1.9,0.14,'-1.9,'-1.9,Matches
270,2022-2023,Martha Thomas,sct SCO,FW,Manchester Utd,26,1996,4.5,1,15,6,40,3.31,1.32,0.07,0.17,14.8,0,0,0,1.5,1.5,0.1,'-0.5,'-0.5,Matches
271,2022-2023,Maria Thorisdottir,no NOR,DF,Manchester Utd,29,1993,3.2,0,1,0,0,0.31,0,0,Unknown,30,0,0,0,0,0,0.03,0,0,Matches
272,2022-2023,Samantha Tierney,eng ENG,"MF,DF",Leicester City,23,1998,20.5,2,14,7,50,0.68,0.34,0.14,0.29,15.8,0,0,0,1.4,1.4,0.1,0.6,0.6,Matches
273,2022-2023,Ella Toone,eng ENG,MF,Manchester Utd,22,1999,19.7,3,42,12,28.6,2.13,0.61,0.07,0.25,17.6,0,0,0,3.4,3.2,0.08,'-0.4,'-0.2,Matches
274,2022-2023,Aïssatou Tounkara,fr FRA,DF,Manchester Utd,27,1995,0.1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
275,2022-2023,Sanne Troelsgaard Nielsen,dk DEN,"MF,FW",Reading,33,1988,12.7,4,24,12,50,1.89,0.94,0.13,0.25,18,0,1,1,3.1,2.3,0.1,0.9,0.7,Matches
276,2022-2023,Amy Turner,eng ENG,DF,Tottenham,31,1991,20.6,0,5,0,0,0.24,0,0,Unknown,17.3,0,0,0,0.2,0.2,0.04,'-0.2,'-0.2,Matches
277,2022-2023,Danielle Turner,eng ENG,DF,Aston Villa,30,1991,21.5,0,8,2,25,0.37,0.09,0,0,15.9,2,0,0,0.5,0.5,0.07,'-0.5,'-0.5,Matches
278,2022-2023,Millie Turner,eng ENG,DF,Manchester Utd,26,1996,20,2,18,4,22.2,0.9,0.2,0.11,0.5,10.1,0,0,0,1.3,1.3,0.07,0.7,0.7,Matches
279,2022-2023,Amber Tysiak,be BEL,DF,West Ham,22,2000,2.5,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
280,2022-2023,Chioma Ubogagu,eng ENG,"FW,MF",Tottenham,29,1992,2.4,0,2,0,0,0.82,0,0,Unknown,15.8,0,0,0,0.1,0.1,0.05,'-0.1,'-0.1,Matches
281,2022-2023,Demi Vance,nir NIR,DF,Leicester City,31,1991,1.4,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
282,2022-2023,Justine Vanhaevermaet,be BEL,MF,Reading,30,1992,16.8,4,17,5,29.4,1.01,0.3,0.18,0.6,15.4,0,1,1,2.1,1.3,0.08,1.9,1.7,Matches
283,2022-2023,Katrine Veje,dk DEN,DF,Everton,31,1991,11.2,0,10,4,40,0.89,0.36,0,0,23.7,1,0,0,0.5,0.5,0.05,'-0.5,'-0.5,Matches
284,2022-2023,Brianna Visalli,us USA,"MF,FW",Brighton,27,1995,2.4,0,1,0,0,0.42,0,0,Unknown,30.6,0,0,0,0,0,0.03,0,0,Matches
285,2022-2023,Lauren Wade,nir NIR,"FW,MF",Reading,28,1993,6.7,1,8,6,75,1.19,0.89,0.13,0.17,19.5,0,0,0,0.4,0.4,0.06,0.6,0.6,Matches
286,2022-2023,Claudia Walker,eng ENG,FW,West Ham,26,1996,2.7,0,6,1,16.7,2.19,0.36,0,0,11.3,0,0,0,0.7,0.7,0.12,'-0.7,'-0.7,Matches
287,2022-2023,Megan Walsh,ie IRL,GK,Brighton,27,1994,15,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
288,2022-2023,Lia Wälti,ch SUI,MF,Arsenal,29,1993,15.7,1,10,3,30,0.64,0.19,0.1,0.33,22.2,0,0,0,0.4,0.4,0.04,0.6,0.6,Matches
289,2022-2023,Charlotte Wardlaw,eng ENG,"MF,DF",Liverpool,19,2003,1.5,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
290,2022-2023,Kenzie Weir,sct SCO,MF,Everton,18,2004,0,0,1,1,100,22.5,22.5,0,0,8.2,0,0,0,0.1,0.1,0.14,'-0.1,'-0.1,Matches
291,2022-2023,Charlie Wellings,eng ENG,"FW,MF",Reading,24,1998,14.6,4,30,10,33.3,2.06,0.69,0.13,0.4,18,0,0,0,2.2,2.2,0.07,1.8,1.8,Matches
292,2022-2023,Clare Wheeler,au AUS,MF,Everton,24,1998,12.9,0,2,1,50,0.16,0.08,0,0,16.3,0,0,0,0.2,0.2,0.09,'-0.2,'-0.2,Matches
293,2022-2023,Aileen Whelan,eng ENG,"MF,FW",Leicester City,30,1991,21.4,1,24,8,33.3,1.12,0.37,0.04,0.13,16.5,0,0,0,1.8,1.8,0.08,'-0.8,'-0.8,Matches
294,2022-2023,Laura Wienroither,at AUT,DF,Arsenal,23,1999,10.8,1,9,2,22.2,0.83,0.19,0.11,0.5,15.9,0,0,0,1,1,0.11,0,0,Matches
295,2022-2023,Lydia Williams,au AUS,GK,Brighton,34,1988,7,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
296,2022-2023,Rachel Williams,eng ENG,"FW,MF",Manchester Utd,34,1988,3,4,17,7,41.2,5.71,2.35,0.24,0.57,10.8,0,0,0,2.4,2.4,0.14,1.6,1.6,Matches
297,2022-2023,Victoria Williams,jm JAM,DF,Brighton,32,1990,9.2,0,1,1,100,0.11,0.11,0,0,12,0,0,0,0.1,0.1,0.07,'-0.1,'-0.1,Matches
298,2022-2023,Leah Williamson,eng ENG,"DF,MF",Arsenal,25,1997,9.1,1,11,4,36.4,1.21,0.44,0.09,0.25,16.4,0,0,0,0.9,0.9,0.08,0.1,0.1,Matches
299,2022-2023,Lily Woodham,wls WAL,"DF,MF",Reading,21,2000,14.3,0,2,0,0,0.14,0,0,Unknown,14,0,0,0,0.1,0.1,0.05,'-0.1,'-0.1,Matches
300,2022-2023,Lotte Wubben-Moy,eng ENG,DF,Arsenal,23,1999,18,1,15,5,33.3,0.83,0.28,0.07,0.2,10.8,0,0,0,1.5,1.5,0.1,'-0.5,'-0.5,Matches
301,2022-2023,Park Yeeun,kr KOR,"FW,MF",Brighton,25,1996,0.4,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
302,2022-2023,Shelina Zadorsky,ca CAN,DF,Tottenham,29,1992,13,0,3,0,0,0.23,0,0,Unknown,9.1,0,0,0,0.2,0.2,0.08,'-0.2,'-0.2,Matches
303,2022-2023,Katie Zelem,eng ENG,MF,Manchester Utd,26,1996,21,3,23,10,43.5,1.1,0.48,0.04,0.1,24.2,4,2,3,3.7,1.3,0.06,'-0.7,'-0.3,Matches
304,2022-2023,Julia Zigiotti Olme,se SWE,MF,Brighton,24,1997,18.6,2,21,8,38.1,1.13,0.43,0.1,0.25,23.3,0,0,0,1,1,0.05,1,1,Matches
305,2022-2023,Manuela Zinsberger,at AUT,GK,Arsenal,26,1995,18,0,1,0,0,0.06,0,0,Unknown,15,0,0,0,0.1,0.1,0.05,'-0.1,'-0.1,Matches
306,2022-2023,Jessica Ziu,ie IRL,"MF,DF",West Ham,20,2002,1.9,0,1,0,0,0.53,0,0,Unknown,17.3,0,0,0,0,0,0.05,0,0,Matche
